 1.2359262E+7	-5.0800000E+2	 2.7845627E+2	
 1.2359342E+7	-5.0750391E+2	 2.7601367E+2	
 1.2359422E+7	-5.0700781E+2	 2.7601367E+2	
 1.2359502E+7	-5.0651172E+2	 2.7601367E+2	
 1.2359582E+7	-5.0601563E+2	 2.7845627E+2	
 1.2359662E+7	-5.0551953E+2	 2.7845627E+2	
 1.2359742E+7	-5.0502344E+2	 2.7601367E+2	
 1.2359822E+7	-5.0452734E+2	 2.7601367E+2	
 1.2359902E+7	-5.0403125E+2	 2.7601367E+2	
 1.2359982E+7	-5.0353516E+2	 2.7845627E+2	
 1.2360062E+7	-5.0303906E+2	 2.7845627E+2	
 1.2360142E+7	-5.0254297E+2	 2.7845627E+2	
 1.2360222E+7	-5.0204688E+2	 2.7601367E+2	
 1.2360302E+7	-5.0155078E+2	 2.7845627E+2	
 1.2360382E+7	-5.0105469E+2	 2.7845627E+2	
 1.2360462E+7	-5.0055859E+2	 2.7845627E+2	
 1.2360542E+7	-5.0006250E+2	 2.7845627E+2	
 1.2360622E+7	-4.9956641E+2	 2.7845627E+2	
 1.2360702E+7	-4.9907031E+2	 2.7845627E+2	
 1.2360782E+7	-4.9857422E+2	 2.7845627E+2	
 1.2360862E+7	-4.9807813E+2	 2.7845627E+2	
 1.2360942E+7	-4.9758203E+2	 2.7845627E+2	
 1.2361022E+7	-4.9708594E+2	 2.7601367E+2	
 1.2361102E+7	-4.9658984E+2	 2.7601367E+2	
 1.2361182E+7	-4.9609375E+2	 2.7845627E+2	
 1.2361262E+7	-4.9559766E+2	 2.7845627E+2	
 1.2361342E+7	-4.9510156E+2	 2.7601367E+2	
 1.2361422E+7	-4.9460547E+2	 2.7601367E+2	
 1.2361502E+7	-4.9410938E+2	 2.7845627E+2	
 1.2361582E+7	-4.9361328E+2	 2.7845627E+2	
 1.2361662E+7	-4.9311719E+2	 2.7845627E+2	
 1.2361742E+7	-4.9262109E+2	 2.7845627E+2	
 1.2361822E+7	-4.9212500E+2	 2.7601367E+2	
 1.2361902E+7	-4.9162891E+2	 2.7845627E+2	
 1.2361982E+7	-4.9113281E+2	 2.7845627E+2	
 1.2362062E+7	-4.9063672E+2	 2.7845627E+2	
 1.2362142E+7	-4.9014063E+2	 2.7845627E+2	
 1.2362222E+7	-4.8964453E+2	 2.7601367E+2	
 1.2362302E+7	-4.8914844E+2	 2.7845627E+2	
 1.2362382E+7	-4.8865234E+2	 2.7845627E+2	
 1.2362462E+7	-4.8815625E+2	 2.7845627E+2	
 1.2362542E+7	-4.8766016E+2	 2.7601367E+2	
 1.2362622E+7	-4.8716406E+2	 2.7601367E+2	
 1.2362702E+7	-4.8666797E+2	 2.7845627E+2	
 1.2362782E+7	-4.8617188E+2	 2.7845627E+2	
 1.2362862E+7	-4.8567578E+2	 2.7845627E+2	
 1.2362942E+7	-4.8517969E+2	 2.7845627E+2	
 1.2363022E+7	-4.8468359E+2	 2.7601367E+2	
 1.2363102E+7	-4.8418750E+2	 2.8089887E+2	
 1.2363182E+7	-4.8369141E+2	 2.7845627E+2	
 1.2363262E+7	-4.8319531E+2	 2.7845627E+2	
 1.2363342E+7	-4.8269922E+2	 2.7601367E+2	
 1.2363422E+7	-4.8220313E+2	 2.7601367E+2	
 1.2363502E+7	-4.8170703E+2	 2.7845627E+2	
 1.2363582E+7	-4.8121094E+2	 2.7845627E+2	
 1.2363662E+7	-4.8071484E+2	 2.7845627E+2	
 1.2363742E+7	-4.8021875E+2	 2.7845627E+2	
 1.2363822E+7	-4.7972266E+2	 2.7601367E+2	
 1.2363902E+7	-4.7922656E+2	 2.7845627E+2	
 1.2363982E+7	-4.7873047E+2	 2.7845627E+2	
 1.2364062E+7	-4.7823438E+2	 2.7845627E+2	
 1.2364142E+7	-4.7773828E+2	 2.7601367E+2	
 1.2364222E+7	-4.7724219E+2	 2.7601367E+2	
 1.2364302E+7	-4.7674609E+2	 2.7845627E+2	
 1.2364382E+7	-4.7625000E+2	 2.7845627E+2	
 1.2364462E+7	-4.7575391E+2	 2.7845627E+2	
 1.2364542E+7	-4.7525781E+2	 2.7601367E+2	
 1.2364622E+7	-4.7476172E+2	 2.7601367E+2	
 1.2364702E+7	-4.7426563E+2	 2.7845627E+2	
 1.2364782E+7	-4.7376953E+2	 2.7845627E+2	
 1.2364862E+7	-4.7327344E+2	 2.7845627E+2	
 1.2364942E+7	-4.7277734E+2	 2.7601367E+2	
 1.2365022E+7	-4.7228125E+2	 2.7601367E+2	
 1.2365102E+7	-4.7178516E+2	 2.7845627E+2	
 1.2365182E+7	-4.7128906E+2	 2.7845627E+2	
 1.2365262E+7	-4.7079297E+2	 2.7845627E+2	
 1.2365342E+7	-4.7029688E+2	 2.7845627E+2	
 1.2365422E+7	-4.6980078E+2	 2.7601367E+2	
 1.2365502E+7	-4.6930469E+2	 2.7601367E+2	
 1.2365582E+7	-4.6880859E+2	 2.7845627E+2	
 1.2365662E+7	-4.6831250E+2	 2.7845627E+2	
 1.2365742E+7	-4.6781641E+2	 2.7601367E+2	
 1.2365822E+7	-4.6732031E+2	 2.7601367E+2	
 1.2365902E+7	-4.6682422E+2	 2.7601367E+2	
 1.2365982E+7	-4.6632813E+2	 2.8089887E+2	
 1.2366062E+7	-4.6583203E+2	 2.8089887E+2	
 1.2366142E+7	-4.6533594E+2	 2.7601367E+2	
 1.2366222E+7	-4.6483984E+2	 2.7601367E+2	
 1.2366302E+7	-4.6434375E+2	 2.7845627E+2	
 1.2366382E+7	-4.6384766E+2	 2.7845627E+2	
 1.2366462E+7	-4.6335156E+2	 2.7845627E+2	
 1.2366542E+7	-4.6285547E+2	 2.7845627E+2	
 1.2366622E+7	-4.6235938E+2	 2.7601367E+2	
 1.2366702E+7	-4.6186328E+2	 2.7845627E+2	
 1.2366782E+7	-4.6136719E+2	 2.7845627E+2	
 1.2366862E+7	-4.6087109E+2	 2.7601367E+2	
 1.2366942E+7	-4.6037500E+2	 2.7845627E+2	
 1.2367022E+7	-4.5987891E+2	 2.7601367E+2	
 1.2367102E+7	-4.5938281E+2	 2.7845627E+2	
 1.2367182E+7	-4.5888672E+2	 2.7845627E+2	
 1.2367262E+7	-4.5839063E+2	 2.7845627E+2	
 1.2367342E+7	-4.5789453E+2	 2.7601367E+2	
 1.2367422E+7	-4.5739844E+2	 2.7601367E+2	
 1.2367502E+7	-4.5690234E+2	 2.7845627E+2	
 1.2367582E+7	-4.5640625E+2	 2.8089887E+2	
 1.2367662E+7	-4.5591016E+2	 2.7845627E+2	
 1.2367742E+7	-4.5541406E+2	 2.7845627E+2	
 1.2367822E+7	-4.5491797E+2	 2.7845627E+2	
 1.2367902E+7	-4.5442188E+2	 2.7845627E+2	
 1.2367982E+7	-4.5392578E+2	 2.7845627E+2	
 1.2368062E+7	-4.5342969E+2	 2.7845627E+2	
 1.2368142E+7	-4.5293359E+2	 2.7601367E+2	
 1.2368222E+7	-4.5243750E+2	 2.7601367E+2	
 1.2368302E+7	-4.5194141E+2	 2.7845627E+2	
 1.2368382E+7	-4.5144531E+2	 2.7845627E+2	
 1.2368462E+7	-4.5094922E+2	 2.7601367E+2	
 1.2368542E+7	-4.5045313E+2	 2.7601367E+2	
 1.2368622E+7	-4.4995703E+2	 2.7601367E+2	
 1.2368702E+7	-4.4946094E+2	 2.7845627E+2	
 1.2368782E+7	-4.4896484E+2	 2.7845627E+2	
 1.2368862E+7	-4.4846875E+2	 2.8089887E+2	
 1.2368942E+7	-4.4797266E+2	 2.7845627E+2	
 1.2369022E+7	-4.4747656E+2	 2.7845627E+2	
 1.2369102E+7	-4.4698047E+2	 2.7845627E+2	
 1.2369182E+7	-4.4648438E+2	 2.7845627E+2	
 1.2369262E+7	-4.4598828E+2	 2.7845627E+2	
 1.2369342E+7	-4.4549219E+2	 2.7601367E+2	
 1.2369422E+7	-4.4499609E+2	 2.7601367E+2	
 1.2369502E+7	-4.4450000E+2	 2.7845627E+2	
 1.2369582E+7	-4.4400391E+2	 2.7845627E+2	
 1.2369662E+7	-4.4350781E+2	 2.7845627E+2	
 1.2369742E+7	-4.4301172E+2	 2.7601367E+2	
 1.2369822E+7	-4.4251563E+2	 2.7601367E+2	
 1.2369902E+7	-4.4201953E+2	 2.7845627E+2	
 1.2369982E+7	-4.4152344E+2	 2.7845627E+2	
 1.2370062E+7	-4.4102734E+2	 2.7845627E+2	
 1.2370142E+7	-4.4053125E+2	 2.7601367E+2	
 1.2370222E+7	-4.4003516E+2	 2.7845627E+2	
 1.2370302E+7	-4.3953906E+2	 2.7845627E+2	
 1.2370382E+7	-4.3904297E+2	 2.7845627E+2	
 1.2370462E+7	-4.3854688E+2	 2.8089887E+2	
 1.2370542E+7	-4.3805078E+2	 2.7601367E+2	
 1.2370622E+7	-4.3755469E+2	 2.7845627E+2	
 1.2370702E+7	-4.3705859E+2	 2.7845627E+2	
 1.2370782E+7	-4.3656250E+2	 2.7845627E+2	
 1.2370862E+7	-4.3606641E+2	 2.7845627E+2	
 1.2370942E+7	-4.3557031E+2	 2.7845627E+2	
 1.2371022E+7	-4.3507422E+2	 2.7845627E+2	
 1.2371102E+7	-4.3457813E+2	 2.7845627E+2	
 1.2371182E+7	-4.3408203E+2	 2.7845627E+2	
 1.2371262E+7	-4.3358594E+2	 2.7845627E+2	
 1.2371342E+7	-4.3308984E+2	 2.7601367E+2	
 1.2371422E+7	-4.3259375E+2	 2.7845627E+2	
 1.2371502E+7	-4.3209766E+2	 2.7845627E+2	
 1.2371582E+7	-4.3160156E+2	 2.7845627E+2	
 1.2371662E+7	-4.3110547E+2	 2.7845627E+2	
 1.2371742E+7	-4.3060938E+2	 2.7845627E+2	
 1.2371822E+7	-4.3011328E+2	 2.7845627E+2	
 1.2371902E+7	-4.2961719E+2	 2.7845627E+2	
 1.2371982E+7	-4.2912109E+2	 2.7845627E+2	
 1.2372062E+7	-4.2862500E+2	 2.7845627E+2	
 1.2372142E+7	-4.2812891E+2	 2.7601367E+2	
 1.2372222E+7	-4.2763281E+2	 2.7845627E+2	
 1.2372302E+7	-4.2713672E+2	 2.7845627E+2	
 1.2372382E+7	-4.2664063E+2	 2.7845627E+2	
 1.2372462E+7	-4.2614453E+2	 2.7601367E+2	
 1.2372542E+7	-4.2564844E+2	 2.7601367E+2	
 1.2372622E+7	-4.2515234E+2	 2.7845627E+2	
 1.2372702E+7	-4.2465625E+2	 2.7845627E+2	
 1.2372782E+7	-4.2416016E+2	 2.7845627E+2	
 1.2372862E+7	-4.2366406E+2	 2.7845627E+2	
 1.2372942E+7	-4.2316797E+2	 2.7845627E+2	
 1.2373022E+7	-4.2267188E+2	 2.7601367E+2	
 1.2373102E+7	-4.2217578E+2	 2.7845627E+2	
 1.2373182E+7	-4.2167969E+2	 2.7845627E+2	
 1.2373262E+7	-4.2118359E+2	 2.7601367E+2	
 1.2373342E+7	-4.2068750E+2	 2.7601367E+2	
 1.2373422E+7	-4.2019141E+2	 2.7601367E+2	
 1.2373502E+7	-4.1969531E+2	 2.7845627E+2	
 1.2373582E+7	-4.1919922E+2	 2.7845627E+2	
 1.2373662E+7	-4.1870313E+2	 2.7845627E+2	
 1.2373742E+7	-4.1820703E+2	 2.7845627E+2	
 1.2373822E+7	-4.1771094E+2	 2.7845627E+2	
 1.2373902E+7	-4.1721484E+2	 2.7845627E+2	
 1.2373982E+7	-4.1671875E+2	 2.7601367E+2	
 1.2374062E+7	-4.1622266E+2	 2.7845627E+2	
 1.2374142E+7	-4.1572656E+2	 2.7601367E+2	
 1.2374222E+7	-4.1523047E+2	 2.7845627E+2	
 1.2374302E+7	-4.1473438E+2	 2.7845627E+2	
 1.2374382E+7	-4.1423828E+2	 2.7845627E+2	
 1.2374462E+7	-4.1374219E+2	 2.7601367E+2	
 1.2374542E+7	-4.1324609E+2	 2.7601367E+2	
 1.2374622E+7	-4.1275000E+2	 2.7601367E+2	
 1.2374702E+7	-4.1225391E+2	 2.7845627E+2	
 1.2374782E+7	-4.1175781E+2	 2.7845627E+2	
 1.2374862E+7	-4.1126172E+2	 2.7601367E+2	
 1.2374942E+7	-4.1076563E+2	 2.7601367E+2	
 1.2375022E+7	-4.1026953E+2	 2.7601367E+2	
 1.2375102E+7	-4.0977344E+2	 2.7845627E+2	
 1.2375182E+7	-4.0927734E+2	 2.7845627E+2	
 1.2375262E+7	-4.0878125E+2	 2.7845627E+2	
 1.2375342E+7	-4.0828516E+2	 2.7601367E+2	
 1.2375422E+7	-4.0778906E+2	 2.7845627E+2	
 1.2375502E+7	-4.0729297E+2	 2.7845627E+2	
 1.2375582E+7	-4.0679688E+2	 2.7845627E+2	
 1.2375662E+7	-4.0630078E+2	 2.7845627E+2	
 1.2375742E+7	-4.0580469E+2	 2.7601367E+2	
 1.2375822E+7	-4.0530859E+2	 2.7845627E+2	
 1.2375902E+7	-4.0481250E+2	 2.7845627E+2	
 1.2375982E+7	-4.0431641E+2	 2.8089887E+2	
 1.2376062E+7	-4.0382031E+2	 2.7845627E+2	
 1.2376142E+7	-4.0332422E+2	 2.7601367E+2	
 1.2376222E+7	-4.0282813E+2	 2.7601367E+2	
 1.2376302E+7	-4.0233203E+2	 2.7845627E+2	
