Distance_(mm),Gray_Value
40.5830,220.615
40.6091,219.900
40.6353,219.268
40.6614,218.489
40.6876,218.560
40.7137,218.235
40.7399,217.606
40.7660,216.263
40.7922,215.115
40.8183,214.814
40.8445,214.373
40.8706,213.677
40.8968,212.740
40.9229,212.380
40.9491,212.309
40.9752,210.976
41.0013,209.434
41.0275,208.434
41.0536,208.013
41.0798,207.502
41.1059,206.960
41.1321,206.447
41.1582,206.176
41.1844,206.314
41.2105,206.997
41.2367,208.054
41.2628,208.823
41.2890,208.892
41.3151,208.595
41.3413,208.669
41.3674,208.858
41.3936,208.574
41.4197,208.318
41.4459,208.746
41.4720,209.441
41.4982,209.820
41.5243,209.692
41.5505,209.408
41.5766,209.128
41.6028,209.208
41.6289,208.955
41.6551,208.181
41.6812,207.850
41.7074,207.756
41.7335,207.975
41.7597,207.889
41.7858,207.631
41.8120,207.185
41.8381,206.459
41.8643,205.856
41.8904,205.416
41.9166,205.091
41.9427,205.066
41.9689,204.617
41.9950,203.930
42.0211,203.420
42.0473,203.025
42.0734,202.720
42.0996,202.072
42.1257,200.899
42.1519,200.144
42.1780,200.133
42.2042,200.401
42.2303,200.531
42.2565,200.633
42.2826,200.833
42.3088,200.766
42.3349,200.677
42.3611,200.351
42.3872,200.500
42.4134,200.798
42.4395,199.966
42.4657,199.068
42.4918,198.694
42.5180,198.684
42.5441,198.983
42.5703,199.017
42.5964,198.686
42.6226,198.282
42.6487,198.069
42.6749,198.064
42.7010,198.279
42.7272,198.703
42.7533,199.478
42.7795,199.882
42.8056,199.921
42.8318,199.648
42.8579,198.851
42.8841,198.212
42.9102,197.561
42.9364,196.993
42.9625,196.372
42.9887,196.137
43.0148,195.815
43.0410,195.224
43.0671,194.660
43.0933,194.130
43.1194,194.312
43.1455,194.330
43.1717,194.388
43.1978,193.906
43.2240,193.034
43.2501,192.433
43.2763,192.297
43.3024,192.190
43.3286,192.522
43.3547,192.996
43.3809,192.624
43.4070,192.263
43.4332,191.564
43.4593,191.123
43.4855,191.271
43.5116,191.517
43.5378,191.739
43.5639,191.649
43.5901,191.567
43.6162,191.196
43.6424,190.932
43.6685,190.670
43.6947,190.192
43.7208,190.250
43.7470,190.133
43.7731,189.897
43.7993,189.399
43.8254,188.918
43.8516,188.436
43.8777,187.963
43.9039,187.685
43.9300,187.498
43.9562,187.595
43.9823,187.428
44.0085,187.323
44.0346,186.782
44.0608,186.598
44.0869,186.485
44.1131,186.266
44.1392,186.105
44.1654,185.952
44.1915,185.598
44.2177,185.172
44.2438,184.853
44.2699,184.678
44.2961,184.677
44.3222,184.954
44.3484,185.036
44.3745,185.368
44.4007,185.500
44.4268,185.796
44.4530,185.701
44.4791,185.499
44.5053,185.220
44.5314,184.629
44.5576,184.361
44.5837,184.000
44.6099,183.580
44.6360,182.766
44.6622,181.541
44.6883,179.860
44.7145,178.434
44.7406,177.270
44.7668,175.767
44.7929,174.534
44.8191,173.189
44.8452,172.447
44.8714,172.289
44.8975,172.754
44.9237,173.383
44.9498,173.886
44.9760,174.568
45.0021,175.391
45.0283,176.358
45.0544,177.255
45.0806,178.487
45.1067,179.764
45.1329,180.962
45.1590,181.669
45.1852,182.124
45.2113,182.722
45.2375,183.216
45.2636,183.667
45.2898,183.868
45.3159,183.835
45.3420,183.956
45.3682,183.587
45.3943,183.515
45.4205,183.481
45.4466,183.185
45.4728,182.636
45.4989,181.674
45.5251,180.336
45.5512,178.510
45.5774,176.600
45.6035,174.167
45.6297,171.683
45.6558,168.890
45.6820,166.409
45.7081,164.096
45.7343,162.169
45.7604,160.963
45.7866,160.261
45.8127,159.835
45.8389,159.349
45.8650,159.028
45.8912,158.768
45.9173,158.632
45.9435,159.505
45.9696,160.945
45.9958,162.560
46.0219,164.285
46.0481,165.949
46.0742,167.275
46.1004,168.579
46.1265,169.668
46.1527,170.541
46.1788,170.969
46.2050,171.233
46.2311,171.578
46.2573,171.165
46.2834,170.360
46.3096,170.355
46.3357,170.158
46.3619,170.121
46.3880,170.272
46.4142,170.059
46.4403,169.291
46.4664,168.195
46.4926,167.363
46.5187,166.251
46.5449,164.890
46.5710,163.186
46.5972,160.826
46.6233,158.374
46.6495,156.162
46.6756,154.500
46.7018,153.583
46.7279,152.867
46.7541,151.862
46.7802,151.159
46.8064,151.364
46.8325,151.553
46.8587,151.394
46.8848,151.307
46.9110,151.266
46.9371,150.611
46.9633,149.559
46.9894,149.013
47.0156,148.726
47.0417,149.064
47.0679,149.446
47.0940,149.946
47.1202,149.910
47.1463,149.395
47.1725,148.667
47.1986,147.708
47.2248,146.604
47.2509,145.112
47.2771,143.988
47.3032,143.226
47.3294,141.992
47.3555,140.646
47.3817,139.596
47.4078,138.537
47.4340,137.349
47.4601,136.210
47.4863,134.999
47.5124,134.193
47.5386,133.797
47.5647,134.106
47.5908,134.285
47.6170,134.919
47.6431,135.690
47.6693,135.666
47.6954,135.636
47.7216,136.086
47.7477,136.552
47.7739,136.511
47.8000,136.591
47.8262,136.372
47.8523,135.844
47.8785,134.981
47.9046,134.379
47.9308,134.785
47.9569,135.165
47.9831,135.146
48.0092,134.833
48.0354,134.034
48.0615,133.511
48.0877,134.390
48.1138,134.898
48.1400,135.150
48.1661,135.318
48.1923,134.514
48.2184,132.470
48.2446,130.740
48.2707,129.652
48.2969,128.245
48.3230,126.970
48.3492,125.867
48.3753,125.031
48.4015,124.319
48.4276,123.234
48.4538,121.905
48.4799,120.133
48.5061,118.819
48.5322,118.380
48.5584,117.937
48.5845,117.442
48.6107,117.669
48.6368,118.074
48.6629,118.649
48.6891,119.279
48.7152,119.952
48.7414,120.185
48.7675,119.947
48.7937,119.807
48.8198,119.104
48.8460,118.346
48.8721,117.641
48.8983,117.556
48.9244,117.636
48.9506,117.230
48.9767,116.521
49.0029,115.833
49.0290,115.186
49.0552,115.182
49.0813,115.335
49.1075,115.269
49.1336,114.768
49.1598,114.700
49.1859,114.472
49.2121,113.623
49.2382,112.821
49.2644,112.418
49.2905,111.353
49.3167,110.014
49.3428,108.445
49.3690,107.443
49.3951,106.547
49.4213,105.344
49.4474,104.134
49.4736,103.239
49.4997,102.979
49.5259,102.629
49.5520,102.608
49.5782,102.971
49.6043,103.199
49.6305,103.116
49.6566,102.943
49.6828,103.828
49.7089,105.368
49.7351,106.911
49.7612,107.739
49.7873,108.763
49.8135,109.414
49.8396,110.179
49.8658,111.025
49.8919,111.068
49.9181,110.906
49.9442,110.733
49.9704,110.413
49.9965,110.245
50.0227,109.911
50.0488,109.360
50.0750,108.500
50.1011,107.346
50.1273,106.578
50.1534,105.556
50.1796,104.620
50.2057,104.225
50.2319,103.533
50.2580,103.037
50.2842,102.532
50.3103,102.112
50.3365,101.826
50.3626,101.281
50.3888,100.567
50.4149,99.678
50.4411,98.248
50.4672,96.715
50.4934,95.949
50.5195,95.893
50.5457,95.133
50.5718,95.269
50.5980,95.593
50.6241,95.419
50.6503,95.266
50.6764,95.669
50.7026,95.784
50.7287,95.669
50.7549,95.558
50.7810,95.446
50.8072,95.281
50.8333,95.098
50.8595,94.688
50.8856,93.793
50.9117,92.989
50.9379,92.627
50.9640,92.110
50.9902,91.689
51.0163,91.453
51.0425,90.698
51.0686,90.093
51.0948,89.518
51.1209,89.283
51.1471,88.888
51.1732,88.590
51.1994,88.358
51.2255,88.163
51.2517,87.830
51.2778,86.994
51.3040,86.328
51.3301,86.086
51.3563,86.125
51.3824,86.298
51.4086,86.533
51.4347,86.615
51.4609,86.556
51.4870,86.334
51.5132,86.312
51.5393,86.556
51.5655,87.131
51.5916,87.652
51.6178,87.496
51.6439,87.177
51.6701,86.763
51.6962,86.627
51.7224,86.694
51.7485,86.788
51.7747,86.822
51.8008,86.697
51.8270,86.250
51.8531,85.707
51.8793,85.429
51.9054,85.330
51.9316,85.393
51.9577,85.051
51.9838,84.411
52.0100,83.882
52.0361,83.380
52.0623,82.893
52.0884,82.953
52.1146,83.017
52.1407,83.127
52.1669,83.108
52.1930,82.968
52.2192,82.981
52.2453,83.249
52.2715,83.288
52.2976,83.481
52.3238,83.295
52.3499,83.275
52.3761,83.539
52.4022,83.675
52.4284,83.573
52.4545,83.480
52.4807,83.723
52.5068,83.984
52.5330,84.141
52.5591,84.241
52.5853,84.260
52.6114,84.530
52.6376,83.914
52.6637,83.262
52.6899,83.102
52.7160,82.753
52.7422,81.897
52.7683,81.402
52.7945,80.965
52.8206,80.526
52.8468,80.236
52.8729,80.077
52.8991,79.897
52.9252,79.806
52.9514,79.590
52.9775,78.532
53.0037,77.818
53.0298,78.039
53.0560,78.457
53.0821,78.717
53.1082,79.662
53.1344,79.905
53.1605,79.745
53.1867,79.997
53.2128,80.480
53.2390,81.251
53.2651,81.953
53.2913,82.060
53.3174,82.067
53.3436,81.941
53.3697,82.279
53.3959,82.578
53.4220,82.584
53.4482,82.148
53.4743,81.937
53.5005,81.641
53.5266,80.978
53.5528,80.304
53.5789,79.870
53.6051,79.450
53.6312,78.660
53.6574,77.829
53.6835,77.728
53.7097,77.667
53.7358,77.491
53.7620,77.402
53.7881,77.139
53.8143,76.600
53.8404,76.233
53.8666,75.895
53.8927,75.542
53.9189,75.586
53.9450,75.684
53.9712,75.538
53.9973,75.254
54.0235,75.084
54.0496,74.970
54.0758,74.888
54.1019,75.276
54.1281,75.546
54.1542,75.994
54.1804,76.466
54.2065,76.635
54.2326,76.680
54.2588,76.636
54.2849,76.354
54.3111,76.079
54.3372,76.037
54.3634,76.077
54.3895,76.165
54.4157,76.353
54.4418,76.638
54.4680,76.461
54.4941,75.796
54.5203,75.547
54.5464,75.469
54.5726,75.025
54.5987,74.408
54.6249,73.491
54.6510,73.064
54.6772,72.883
54.7033,72.371
54.7295,71.843
54.7556,71.489
54.7818,70.971
54.8079,70.899
54.8341,70.901
54.8602,71.212
54.8864,71.379
54.9125,72.207
54.9387,72.595
54.9648,73.006
54.9910,72.770
55.0171,72.767
55.0433,72.534
55.0694,72.726
55.0956,72.634
55.1217,72.687
55.1479,72.748
55.1740,72.919
55.2002,72.909
55.2263,72.133
55.2525,71.409
55.2786,71.443
55.3047,71.346
55.3309,71.445
55.3570,71.571
55.3832,71.430
55.4093,71.259
55.4355,71.161
55.4616,71.231
55.4878,70.873
55.5139,70.027
55.5401,69.853
55.5662,70.085
55.5924,70.150
55.6185,70.121
55.6447,70.183
55.6708,70.027
55.6970,69.755
55.7231,69.444
55.7493,69.073
55.7754,68.344
55.8016,68.305
55.8277,68.759
55.8539,68.793
55.8800,68.588
55.9062,68.949
55.9323,68.847
55.9585,68.671
55.9846,68.801
56.0108,69.025
56.0369,69.008
56.0631,68.577
56.0892,68.052
56.1154,67.762
56.1415,67.393
56.1677,67.308
56.1938,67.279
56.2200,67.131
56.2461,67.241
56.2723,67.271
56.2984,67.004
56.3246,66.619
56.3507,66.254
56.3769,65.874
56.4030,65.639
56.4291,65.472
56.4553,64.970
56.4814,64.694
56.5076,64.302
56.5337,64.517
56.5599,64.837
56.5860,64.361
56.6122,64.270
56.6383,64.326
56.6645,63.891
56.6906,63.569
56.7168,63.954
56.7429,64.181
56.7691,63.768
56.7952,63.628
56.8214,63.466
56.8475,63.244
56.8737,63.310
56.8998,63.072
56.9260,62.608
56.9521,62.418
56.9783,62.512
57.0044,62.650
57.0306,62.113
57.0567,61.460
57.0829,60.844
57.1090,60.303
57.1352,59.821
57.1613,59.723
57.1875,59.660
57.2136,59.210
57.2398,58.891
57.2659,58.715
57.2921,58.359
57.3182,58.189
57.3444,58.252
57.3705,58.296
57.3967,58.494
57.4228,58.524
57.4490,58.510
57.4751,58.637
57.5013,58.295
57.5274,58.176
57.5535,58.285
57.5797,58.275
57.6058,58.307
57.6320,58.481
57.6581,58.837
57.6843,58.983
57.7104,59.031
57.7366,58.953
57.7627,58.661
57.7889,58.419
57.8150,58.028
57.8412,57.890
57.8673,58.164
57.8935,57.954
57.9196,57.513
57.9458,56.941
57.9719,56.841
57.9981,56.637
58.0242,56.171
58.0504,55.578
58.0765,55.359
58.1027,55.187
58.1288,55.046
58.1550,54.735
58.1811,54.803
58.2073,54.870
58.2334,54.624
58.2596,54.461
58.2857,54.405
58.3119,53.920
58.3380,53.741
58.3642,53.858
58.3903,53.940
58.4165,53.698
58.4426,53.869
58.4688,54.120
58.4949,54.325
58.5211,54.370
58.5472,53.755
58.5734,52.970
58.5995,52.727
58.6256,52.428
58.6518,52.451
58.6779,52.569
58.7041,52.534
58.7302,52.212
58.7564,52.334
58.7825,52.164
58.8087,51.817
58.8348,51.822
58.8610,51.967
58.8871,51.870
58.9133,51.619
58.9394,51.572
58.9656,51.321
58.9917,51.284
59.0179,51.351
59.0440,51.331
59.0702,51.173
59.0963,51.008
59.1225,50.935
59.1486,51.039
59.1748,51.205
59.2009,51.163
59.2271,50.834
59.2532,50.745
59.2794,50.736
59.3055,50.583
59.3317,50.529
59.3578,50.547
59.3840,50.480
59.4101,50.301
59.4363,50.522
59.4624,50.244
59.4886,49.916
59.5147,50.067
59.5409,50.165
59.5670,49.814
59.5932,49.630
59.6193,49.747
59.6455,49.639
59.6716,49.689
59.6978,49.721
59.7239,49.838
59.7500,49.749
59.7762,49.514
59.8023,49.573
59.8285,49.443
59.8546,49.323
59.8808,49.116
59.9069,48.912
59.9331,48.722
59.9592,48.424
59.9854,48.468
60.0115,48.466
60.0377,48.258
60.0638,48.126
60.0900,48.203
60.1161,48.147
60.1423,47.861
60.1684,48.037
60.1946,48.542
60.2207,48.126
60.2469,47.578
60.2730,47.355
60.2992,47.214
60.3253,47.179
60.3515,47.136
60.3776,46.957
60.4038,46.752
60.4299,46.667
60.4561,46.592
60.4822,46.651
60.5084,46.642
60.5345,46.630
60.5607,46.419
60.5868,46.246
60.6130,46.111
60.6391,46.031
60.6653,46.088
60.6914,46.104
60.7176,46.244
60.7437,46.174
60.7699,46.140
60.7960,46.131
60.8222,46.088
60.8483,46.134
60.8744,46.137
60.9006,46.112
60.9267,46.063
60.9529,46.212
60.9790,46.273
61.0052,46.154
61.0313,46.139
61.0575,46.253
61.0836,46.406
61.1098,46.288
61.1359,46.081
61.1621,45.885
61.1882,45.553
61.2144,45.034
61.2405,44.451
61.2667,43.966
61.2928,43.911
61.3190,43.835
61.3451,43.445
61.3713,43.330
61.3974,43.336
61.4236,43.316
61.4497,43.167
61.4759,43.198
61.5020,43.143
61.5282,42.982
61.5543,43.353
61.5805,43.785
61.6066,43.916
61.6328,43.963
61.6589,43.908
61.6851,43.864
61.7112,44.064
61.7374,44.173
61.7635,44.101
61.7897,44.011
61.8158,44.028
61.8420,44.059
61.8681,43.982
61.8943,43.942
61.9204,43.836
61.9465,43.594
61.9727,43.372
61.9988,43.157
62.0250,43.148
62.0511,43.008
62.0773,42.942
62.1034,42.806
62.1296,42.339
62.1557,41.939
62.1819,41.789
62.2080,41.725
62.2342,41.528
62.2603,41.670
62.2865,41.785
62.3126,41.658
62.3388,41.082
62.3649,40.770
62.3911,40.794
62.4172,40.822
62.4434,40.726
62.4695,40.630
62.4957,40.391
62.5218,40.348
62.5480,40.025
62.5741,39.910
62.6003,40.069
62.6264,40.123
62.6526,40.191
62.6787,40.334
62.7049,40.303
62.7310,40.441
62.7572,40.380
62.7833,40.229
62.8095,40.200
62.8356,40.075
62.8618,40.057
62.8879,40.094
62.9141,40.043
62.9402,40.036
62.9664,39.649
62.9925,39.395
63.0187,39.331
63.0448,39.363
63.0709,39.620
63.0971,39.761
63.1232,39.528
63.1494,39.509
63.1755,39.534
63.2017,39.597
63.2278,39.706
63.2540,39.776
63.2801,39.805
63.3063,39.838
63.3324,39.779
63.3586,39.827
63.3847,39.730
63.4109,39.781
63.4370,39.784
63.4632,39.876
63.4893,40.115
63.5155,40.087
63.5416,39.656
63.5678,39.134
63.5939,38.589
63.6201,38.076
63.6462,37.566
63.6724,37.207
63.6985,36.726
63.7247,36.444
63.7508,36.060
63.7770,35.757
63.8031,35.614
63.8293,35.712
63.8554,35.468
63.8816,35.318
63.9077,35.289
63.9339,35.073
63.9600,34.917
63.9862,34.775
64.0123,34.854
64.0385,35.153
64.0646,35.298
64.0908,35.266
64.1169,35.365
64.1431,35.287
64.1692,35.044
64.1954,34.963
64.2215,35.063
64.2476,35.272
64.2738,35.152
64.2999,35.109
64.3261,35.044
64.3522,34.980
64.3784,34.783
64.4045,34.444
64.4307,34.163
64.4568,34.008
64.4830,34.173
64.5091,34.404
64.5353,34.206
64.5614,34.109
64.5876,33.962
64.6137,33.868
64.6399,33.566
64.6660,33.399
64.6922,33.484
64.7183,33.400
64.7445,33.239
64.7706,33.138
64.7968,33.102
64.8229,33.158
64.8491,33.219
64.8752,33.077
64.9014,32.813
64.9275,32.780
64.9537,32.986
64.9798,33.248
65.0060,33.463
65.0321,33.552
65.0583,33.660
65.0844,33.895
65.1106,33.965
65.1367,33.902
65.1629,34.110
65.1890,34.137
65.2151,33.928
65.2413,33.784
65.2674,33.673
65.2936,33.526
65.3197,33.346
65.3459,33.130
65.3720,33.323
65.3982,33.220
65.4243,33.196
65.4505,33.161
65.4766,33.300
65.5028,33.335
65.5289,33.114
65.5551,33.323
65.5812,33.298
65.6074,33.111
65.6335,32.925
65.6597,32.767
65.6858,33.024
65.7120,33.257
65.7381,33.343
65.7643,33.600
65.7904,33.590
65.8166,33.588
65.8427,33.597
65.8689,33.809
65.8950,33.906
65.9212,33.855
65.9473,33.706
65.9735,33.438
65.9996,33.356
66.0258,33.543
66.0519,33.788
66.0781,33.603
66.1042,33.329
66.1304,33.419
66.1565,33.548
66.1827,33.585
66.2088,33.483
66.2350,33.303
66.2611,33.059
66.2873,32.929
66.3134,32.740
66.3396,32.475
66.3657,32.934
66.3918,33.411
66.4180,33.197
66.4441,33.071
66.4703,33.131
66.4964,32.860
66.5226,32.906
66.5487,33.084
66.5749,33.211
66.6010,33.416
66.6272,33.477
66.6533,33.440
66.6795,33.222
66.7056,32.631
66.7318,32.124
66.7579,31.780
66.7841,31.813
66.8102,31.771
66.8364,31.616
66.8625,31.711
66.8887,31.739
66.9148,31.367
66.9410,30.485
66.9671,29.892
66.9933,29.385
67.0194,28.941
67.0456,28.559
67.0717,28.464
67.0979,28.544
67.1240,28.803
67.1502,28.843
67.1763,28.758
67.2025,28.817
67.2286,28.924
67.2548,28.990
67.2809,29.036
67.3071,29.106
67.3332,29.115
67.3594,29.188
67.3855,29.011
67.4117,28.929
67.4378,28.971
67.4640,29.155
67.4901,29.227
67.5163,29.244
67.5424,29.134
67.5685,28.954
67.5947,28.778
67.6208,28.732
67.6470,28.515
67.6731,28.592
67.6993,28.691
67.7254,28.692
67.7516,28.601
67.7777,28.524
67.8039,28.395
67.8300,28.623
67.8562,29.072
67.8823,29.388
67.9085,29.573
67.9346,29.727
67.9608,29.709
67.9869,29.501
68.0131,29.325
68.0392,29.345
68.0654,29.141
68.0915,29.134
68.1177,29.178
68.1438,29.168
68.1700,29.321
68.1961,29.322
68.2223,29.026
68.2484,28.778
68.2746,29.012
68.3007,29.020
68.3269,28.684
68.3530,28.577
68.3792,28.616
68.4053,28.368
68.4315,28.088
68.4576,27.605
68.4838,27.402
68.5099,27.390
68.5360,27.197
68.5622,26.971
68.5883,26.594
68.6145,26.485
68.6406,26.610
68.6668,26.711
68.6929,27.243
68.7191,27.667
68.7452,27.847
68.7714,27.979
68.7975,28.195
68.8237,28.349
68.8498,28.159
68.8760,27.994
68.9021,27.931
68.9283,28.020
68.9544,27.830
68.9806,27.784
69.0067,27.754
69.0329,27.737
69.0590,27.681
69.0852,27.773
69.1113,27.651
69.1375,27.371
69.1636,27.184
69.1898,27.001
69.2159,26.812
69.2421,26.849
69.2682,26.734
69.2944,26.803
69.3205,26.639
69.3467,26.343
69.3728,26.078
69.3990,25.957
69.4251,25.833
69.4513,25.987
69.4774,26.070
69.5036,26.214
69.5297,26.272
69.5559,26.288
69.5820,26.103
69.6082,26.077
69.6343,26.447
69.6605,26.684
69.6866,26.442
69.7127,26.198
69.7389,26.409
69.7650,26.451
69.7912,26.501
69.8173,26.492
69.8435,26.574
69.8696,26.439
69.8958,26.393
69.9219,26.385
69.9481,26.144
69.9742,26.078
70.0004,26.220
70.0265,26.206
70.0527,25.971
70.0788,25.767
70.1050,25.621
70.1311,25.597
70.1573,25.512
70.1834,25.524
70.2096,25.424
70.2357,25.195
70.2619,24.985
70.2880,24.987
70.3142,24.922
70.3403,24.558
70.3665,24.453
70.3926,24.197
70.4188,23.881
