Distance_(mm),Gray_Value
13.6235,114.942
13.6497,116.936
13.6758,119.777
13.7020,122.860
13.7281,126.266
13.7543,131.058
13.7804,136.949
13.8066,141.770
13.8327,145.917
13.8589,149.600
13.8850,152.190
13.9112,154.435
13.9373,157.260
13.9635,159.516
13.9896,161.226
14.0158,163.700
14.0419,165.879
14.0681,166.597
14.0942,167.403
14.1204,167.775
14.1465,167.987
14.1727,168.666
14.1988,168.757
14.2250,167.641
14.2511,167.236
14.2773,167.439
14.3034,166.717
14.3296,165.506
14.3557,164.295
14.3819,162.003
14.4080,159.866
14.4341,158.062
14.4603,155.234
14.4864,152.294
14.5126,150.655
14.5387,149.646
14.5649,148.137
14.5910,146.781
14.6172,145.194
14.6433,144.371
14.6695,144.254
14.6956,144.498
14.7218,145.139
14.7479,145.660
14.7741,146.405
14.8002,146.609
14.8264,146.754
14.8525,147.183
14.8787,147.010
14.9048,146.925
14.9310,147.171
14.9571,147.480
14.9833,147.538
15.0094,147.356
15.0356,147.314
15.0617,147.417
15.0879,147.657
15.1140,147.502
15.1402,147.358
15.1663,147.464
15.1925,147.569
15.2186,147.098
15.2448,146.068
15.2709,145.504
15.2971,145.352
15.3232,144.803
15.3494,143.794
15.3755,143.407
15.4017,143.294
15.4278,142.450
15.4540,141.161
15.4801,139.492
15.5062,138.110
15.5324,136.674
15.5585,135.810
15.5847,135.095
15.6108,134.256
15.6370,133.551
15.6631,132.719
15.6893,132.161
15.7154,131.710
15.7416,130.859
15.7677,130.130
15.7939,129.455
15.8200,128.777
15.8462,128.272
15.8723,127.754
15.8985,127.373
15.9246,127.058
15.9508,126.667
15.9769,126.253
16.0031,125.925
16.0292,125.845
16.0554,125.568
16.0815,125.275
16.1077,125.376
16.1338,125.423
16.1600,125.240
16.1861,125.031
16.2123,125.050
16.2384,125.091
16.2646,125.061
16.2907,124.889
16.3169,124.404
16.3430,124.004
16.3692,123.956
16.3953,123.686
16.4215,123.502
16.4476,123.176
16.4738,123.069
16.4999,123.181
16.5261,122.742
16.5522,122.087
16.5784,121.165
16.6045,120.297
16.6306,119.585
16.6568,118.875
16.6829,118.154
16.7091,117.729
16.7352,117.813
16.7614,117.534
16.7875,117.191
16.8137,116.909
16.8398,116.638
16.8660,116.466
16.8921,116.638
16.9183,116.759
16.9444,116.743
16.9706,116.464
16.9967,116.358
17.0229,116.298
17.0490,116.647
17.0752,117.396
17.1013,117.860
17.1275,118.133
17.1536,118.389
17.1798,118.326
17.2059,118.582
17.2321,118.710
17.2582,118.658
17.2844,118.829
17.3105,119.441
17.3367,119.914
17.3628,120.317
17.3890,120.874
17.4151,121.265
17.4413,121.465
17.4674,122.146
17.4936,122.581
17.5197,122.767
17.5459,122.744
17.5720,122.758
17.5982,122.512
17.6243,122.180
17.6505,122.226
17.6766,122.473
17.7027,122.407
17.7289,122.208
17.7550,122.085
17.7812,121.540
17.8073,120.822
17.8335,119.936
17.8596,119.030
17.8858,118.865
17.9119,118.960
17.9381,119.074
17.9642,118.845
17.9904,118.401
18.0165,118.208
18.0427,118.453
18.0688,119.463
18.0950,120.266
18.1211,121.319
18.1473,122.750
18.1734,124.275
18.1996,125.921
18.2257,127.690
18.2519,129.132
18.2780,130.767
18.3042,132.055
18.3303,133.644
18.3565,135.429
18.3826,136.514
18.4088,137.453
18.4349,138.035
18.4611,138.584
18.4872,139.063
18.5134,139.401
18.5395,140.113
18.5657,140.641
18.5918,141.171
18.6180,141.665
18.6441,142.585
18.6703,143.381
18.6964,143.717
18.7226,143.331
18.7487,142.724
18.7749,142.344
18.8010,141.951
18.8271,141.373
18.8533,140.229
18.8794,138.626
18.9056,137.057
18.9317,136.159
18.9579,135.993
18.9840,135.749
19.0102,135.126
19.0363,134.230
19.0625,133.701
19.0886,133.836
19.1148,134.733
19.1409,135.786
19.1671,136.824
19.1932,137.672
19.2194,138.593
19.2455,139.241
19.2717,140.168
19.2978,141.467
19.3240,142.769
19.3501,144.712
19.3763,146.758
19.4024,148.779
19.4286,150.333
19.4547,151.338
19.4809,152.162
19.5070,152.641
19.5332,153.229
19.5593,153.214
19.5855,152.947
19.6116,152.035
19.6378,151.146
19.6639,150.220
19.6901,149.678
19.7162,149.310
19.7424,149.192
19.7685,149.347
19.7947,149.636
19.8208,149.642
19.8470,149.266
19.8731,148.784
19.8993,148.459
19.9254,148.189
19.9515,148.214
19.9777,147.875
20.0038,147.515
20.0300,147.332
20.0561,147.380
20.0823,147.619
20.1084,147.678
20.1346,147.643
20.1607,147.480
20.1869,147.395
20.2130,147.709
20.2392,148.059
20.2653,148.038
20.2915,147.504
20.3176,147.247
20.3438,147.484
20.3699,148.153
20.3961,149.020
20.4222,149.918
20.4484,151.095
20.4745,152.448
20.5007,153.676
20.5268,154.578
20.5530,155.217
20.5791,155.736
20.6053,156.967
20.6314,158.467
20.6576,159.571
20.6837,160.034
20.7099,160.402
20.7360,160.861
20.7622,161.272
20.7883,161.302
20.8145,161.480
20.8406,161.805
20.8668,161.504
20.8929,161.591
20.9191,161.770
20.9452,162.058
20.9714,161.906
20.9975,161.554
21.0236,161.412
21.0498,161.427
21.0759,161.780
21.1021,162.125
21.1282,162.356
21.1544,162.589
21.1805,163.109
21.2067,163.758
21.2328,164.325
21.2590,164.849
21.2851,165.621
21.3113,166.108
21.3374,166.409
21.3636,166.476
21.3897,166.484
21.4159,166.402
21.4420,166.372
21.4682,166.750
21.4943,167.058
21.5205,167.152
21.5466,167.395
21.5728,167.715
21.5989,168.134
21.6251,168.459
21.6512,168.695
21.6774,168.851
21.7035,168.962
21.7297,169.220
21.7558,169.542
21.7820,169.940
21.8081,170.220
21.8343,170.143
21.8604,170.110
21.8866,170.097
21.9127,170.158
21.9389,169.994
21.9650,169.309
21.9912,168.435
22.0173,167.732
22.0435,167.336
22.0696,166.956
22.0958,166.647
22.1219,166.820
22.1480,166.864
22.1742,167.080
22.2003,167.350
22.2265,167.618
22.2526,167.607
22.2788,167.616
22.3049,167.726
22.3311,168.038
22.3572,168.403
22.3834,168.896
22.4095,169.749
22.4357,170.856
22.4618,172.307
22.4880,173.586
22.5141,174.672
22.5403,175.603
22.5664,176.197
22.5926,176.761
22.6187,177.268
22.6449,178.182
22.6710,179.447
22.6972,180.898
22.7233,181.968
22.7495,182.366
22.7756,182.814
22.8018,183.236
22.8279,183.678
22.8541,184.442
22.8802,185.217
22.9064,185.645
22.9325,185.782
22.9587,185.841
22.9848,185.903
23.0110,186.108
23.0371,186.236
23.0633,186.127
23.0894,185.668
23.1156,185.287
23.1417,184.818
23.1679,184.113
23.1940,183.105
23.2201,182.658
23.2463,182.122
23.2724,181.345
23.2986,180.716
23.3247,180.350
23.3509,180.377
23.3770,180.890
23.4032,181.923
23.4293,183.183
23.4555,184.089
23.4816,184.966
23.5078,185.623
23.5339,186.213
23.5601,187.029
23.5862,188.503
23.6124,189.920
23.6385,190.861
23.6647,191.516
23.6908,192.002
23.7170,192.257
23.7431,192.412
23.7693,192.429
23.7954,192.669
23.8216,192.683
23.8477,192.795
23.8739,192.936
23.9000,193.274
23.9262,193.715
23.9523,193.736
23.9785,194.041
24.0046,194.712
24.0308,195.252
24.0569,195.667
24.0831,195.274
24.1092,194.511
24.1354,193.805
24.1615,193.633
24.1877,193.761
24.2138,194.176
24.2400,194.609
24.2661,194.827
24.2923,194.889
24.3184,194.837
24.3445,194.680
24.3707,194.768
24.3968,195.022
24.4230,195.105
24.4491,195.138
24.4753,195.026
24.5014,194.917
24.5276,195.122
24.5537,195.698
24.5799,196.238
24.6060,196.889
24.6322,197.255
24.6583,197.137
24.6845,197.153
24.7106,196.901
24.7368,197.203
24.7629,197.283
24.7891,197.275
24.8152,197.438
24.8414,197.741
24.8675,198.357
24.8937,198.285
24.9198,198.191
24.9460,198.066
24.9721,197.994
24.9983,198.283
25.0244,198.689
25.0506,198.622
25.0767,198.476
25.1029,198.419
25.1290,198.156
25.1552,198.217
25.1813,198.560
25.2075,198.410
25.2336,197.905
25.2598,197.372
25.2859,197.613
25.3121,197.867
25.3382,197.872
25.3644,197.453
25.3905,197.337
25.4167,197.766
25.4428,198.269
25.4689,198.547
25.4951,198.994
25.5212,199.553
25.5474,200.344
25.5735,200.921
25.5997,201.558
25.6258,202.135
25.6520,202.059
25.6781,202.201
25.7043,202.263
25.7304,202.643
25.7566,202.803
25.7827,203.155
25.8089,203.714
25.8350,204.168
25.8612,204.410
25.8873,204.572
25.9135,204.376
25.9396,204.430
25.9658,204.558
25.9919,205.296
26.0181,206.276
26.0442,206.831
26.0704,206.165
26.0965,205.272
26.1227,204.941
26.1488,205.590
26.1750,205.453
26.2011,205.012
26.2273,205.114
26.2534,205.466
26.2796,205.251
26.3057,204.967
26.3319,205.119
26.3580,205.592
26.3842,205.507
26.4103,205.697
26.4365,206.543
26.4626,207.431
26.4888,207.721
26.5149,207.684
26.5410,207.395
26.5672,207.314
26.5933,207.888
26.6195,208.009
26.6456,207.890
26.6718,208.143
26.6979,208.853
26.7241,210.005
26.7502,210.634
26.7764,210.788
26.8025,210.483
26.8287,210.333
26.8548,210.560
26.8810,210.761
26.9071,211.415
26.9333,212.239
26.9594,212.357
26.9856,212.602
27.0117,212.857
27.0379,213.557
27.0640,215.058
27.0902,215.019
27.1163,213.353
27.1425,211.698
27.1686,210.848
27.1948,210.667
27.2209,211.050
27.2471,210.958
27.2732,210.992
27.2994,211.954
27.3255,212.503
27.3517,212.468
27.3778,212.411
27.4040,212.431
27.4301,212.452
27.4563,212.847
27.4824,213.274
27.5086,213.016
27.5347,212.867
27.5609,213.196
27.5870,213.569
27.6132,214.598
27.6393,215.133
27.6654,215.262
27.6916,215.211
27.7177,215.718
27.7439,216.740
27.7700,217.546
27.7962,218.203
27.8223,218.783
27.8485,219.600
27.8746,220.304
27.9008,220.909
27.9269,221.612
27.9531,222.339
27.9792,222.379
28.0054,222.014
28.0315,221.126
28.0577,220.399
28.0838,220.003
28.1100,219.805
28.1361,220.245
28.1623,220.530
28.1884,220.846
28.2146,221.061
28.2407,221.387
28.2669,221.636
28.2930,220.820
28.3192,219.884
28.3453,220.886
28.3715,220.914
28.3976,219.777
28.4238,219.065
28.4499,219.302
28.4761,219.141
28.5022,219.109
28.5284,219.449
28.5545,219.881
28.5807,220.067
28.6068,220.243
28.6330,220.991
28.6591,221.622
28.6853,222.228
28.7114,223.115
28.7376,224.551
28.7637,225.954
28.7898,226.725
28.8160,227.196
28.8421,228.593
28.8683,229.722
28.8944,230.357
28.9206,230.318
28.9467,229.792
28.9729,229.348
28.9990,229.516
29.0252,230.334
29.0513,229.863
29.0775,229.021
29.1036,229.639
29.1298,230.368
29.1559,230.084
29.1821,230.409
29.2082,230.824
29.2344,230.209
29.2605,229.319
29.2867,229.178
29.3128,229.547
29.3390,229.628
29.3651,229.201
29.3913,228.909
29.4174,228.396
29.4436,227.953
29.4697,228.164
29.4959,228.502
29.5220,228.357
29.5482,227.488
29.5743,227.301
29.6005,228.040
29.6266,228.918
29.6528,229.882
29.6789,230.603
29.7051,231.382
29.7312,232.418
29.7574,233.434
29.7835,234.692
29.8097,234.475
29.8358,233.421
29.8619,233.006
29.8881,233.110
29.9142,233.497
29.9404,234.116
29.9665,234.775
29.9927,235.467
30.0188,235.403
30.0450,234.905
30.0711,235.131
30.0973,235.826
30.1234,235.903
30.1496,235.648
30.1757,236.149
30.2019,236.068
30.2280,235.410
30.2542,234.403
30.2803,233.821
30.3065,233.238
30.3326,233.979
30.3588,235.752
30.3849,236.209
30.4111,235.406
30.4372,234.809
30.4634,235.606
30.4895,235.992
30.5157,236.628
30.5418,236.955
30.5680,237.185
30.5941,237.466
30.6203,238.049
30.6464,238.975
30.6726,239.272
30.6987,238.569
30.7249,238.521
30.7510,239.381
30.7772,240.897
30.8033,241.971
30.8295,242.011
30.8556,241.566
30.8818,241.186
30.9079,241.445
30.9341,241.631
30.9602,242.034
30.9863,242.905
31.0125,243.136
31.0386,242.893
31.0648,243.219
31.0909,244.405
31.1171,245.066
31.1432,243.135
31.1694,240.169
31.1955,239.386
31.2217,240.520
31.2478,242.423
31.2740,242.378
31.3001,241.043
31.3263,240.495
31.3524,240.169
31.3786,239.140
31.4047,238.354
31.4309,238.890
31.4570,240.527
31.4832,241.116
31.5093,241.064
31.5355,241.271
31.5616,241.085
31.5878,242.605
31.6139,243.008
31.6401,243.044
31.6662,244.142
31.6924,245.394
31.7185,244.538
31.7447,240.548
31.7708,239.391
31.7970,241.239
31.8231,241.751
31.8493,241.276
31.8754,239.850
31.9016,239.269
31.9277,239.451
31.9539,240.059
31.9800,239.330
32.0062,239.535
32.0323,240.904
32.0585,241.632
32.0846,241.935
32.1107,242.495
32.1369,243.623
32.1630,242.748
32.1892,241.245
32.2153,239.530
32.2415,239.250
32.2676,236.634
32.2938,235.991
32.3199,235.948
32.3461,237.580
32.3722,237.999
32.3984,236.092
32.4245,233.864
32.4507,234.466
32.4768,236.356
32.5030,239.347
32.5291,240.091
32.5553,237.842
32.5814,237.298
32.6076,239.986
32.6337,241.152
32.6599,239.022
32.6860,237.254
32.7122,238.743
32.7383,239.867
32.7645,239.425
32.7906,240.513
32.8168,240.146
32.8429,242.208
32.8691,242.286
32.8952,240.629
32.9214,240.466
32.9475,241.131
32.9737,242.689
32.9998,241.951
33.0260,242.063
33.0521,243.454
33.0783,247.140
33.1044,248.205
33.1306,246.605
33.1567,245.416
33.1828,244.029
33.2090,243.416
33.2351,243.518
33.2613,243.984
33.2874,243.313
33.3136,241.471
33.3397,241.171
33.3659,241.350
33.3920,240.440
33.4182,239.697
33.4443,239.931
33.4705,240.707
33.4966,241.883
33.5228,243.137
33.5489,243.675
33.5751,243.120
33.6012,243.839
33.6274,245.437
33.6535,246.700
33.6797,249.746
33.7058,250.041
33.7320,250.766
33.7581,250.842
33.7843,251.076
33.8104,252.449
33.8366,253.284
33.8627,252.939
33.8889,253.207
33.9150,253.640
33.9412,253.197
33.9673,252.589
33.9935,252.722
34.0196,253.833
34.0458,254.560
34.0719,254.778
34.0981,254.771
34.1242,254.387
34.1504,254.530
34.1765,254.666
34.2027,254.809
34.2288,254.670
34.2550,254.789
34.2811,254.745
34.3073,254.541
34.3334,254.439
34.3595,254.654
34.3857,254.902
34.4118,254.932
34.4380,254.957
34.4641,254.894
34.4903,254.793
34.5164,254.748
34.5426,254.832
34.5687,254.885
34.5949,254.904
34.6210,254.912
34.6472,254.956
34.6733,254.993
34.6995,255.000
34.7256,255.000
34.7518,254.992
34.7779,254.979
34.8041,254.932
34.8302,254.903
34.8564,254.945
34.8825,254.953
34.9087,254.920
34.9348,254.949
34.9610,254.977
34.9871,254.912
35.0133,254.911
35.0394,254.938
35.0656,254.966
35.0917,254.823
35.1179,254.256
35.1440,253.787
35.1702,254.117
35.1963,254.397
35.2225,254.506
35.2486,253.981
35.2748,253.592
35.3009,253.959
35.3271,254.333
35.3532,254.567
35.3794,253.748
35.4055,252.950
35.4316,252.660
35.4578,252.721
35.4839,253.019
35.5101,253.103
35.5362,252.057
35.5624,249.823
35.5885,250.634
35.6147,252.602
35.6408,253.054
35.6670,252.879
35.6931,252.199
35.7193,251.400
35.7454,249.954
35.7716,248.400
35.7977,248.430
35.8239,248.311
35.8500,249.006
35.8762,248.130
35.9023,245.307
35.9285,246.438
35.9546,247.984
35.9808,248.174
36.0069,247.910
36.0331,246.036
36.0592,244.965
36.0854,245.856
36.1115,243.651
36.1377,243.031
36.1638,242.541
36.1900,240.508
36.2161,241.334
36.2423,241.781
36.2684,241.227
36.2946,240.863
36.3207,237.135
36.3469,235.555
36.3730,235.217
36.3992,234.200
36.4253,235.673
36.4515,238.260
36.4776,239.638
36.5037,238.952
36.5299,237.135
36.5560,237.117
36.5822,240.184
36.6083,241.925
36.6345,241.411
36.6606,240.338
36.6868,241.345
36.7129,241.846
36.7391,241.982
36.7652,241.880
36.7914,241.393
36.8175,239.952
36.8437,237.080
36.8698,236.717
36.8960,237.042
36.9221,238.371
36.9483,240.106
36.9744,241.994
37.0006,241.203
37.0267,239.747
37.0529,238.681
37.0790,239.365
37.1052,240.327
37.1313,240.377
37.1575,239.598
37.1836,239.838
37.2098,242.042
37.2359,242.848
37.2621,240.544
37.2882,238.640
37.3144,238.796
37.3405,238.716
37.3667,237.193
37.3928,237.111
37.4190,239.307
37.4451,241.692
37.4713,243.360
37.4974,242.331
37.5236,240.687
37.5497,242.117
37.5759,244.943
37.6020,244.284
37.6282,243.107
37.6543,243.262
37.6804,243.620
37.7066,243.551
37.7327,244.444
37.7589,245.328
37.7850,244.575
37.8112,243.423
37.8373,243.474
37.8635,244.720
37.8896,245.895
37.9158,245.193
37.9419,243.931
37.9681,242.555
37.9942,241.665
38.0204,241.948
38.0465,242.225
38.0727,242.604
38.0988,242.995
38.1250,244.493
38.1511,245.374
38.1773,244.059
38.2034,240.785
38.2296,239.173
38.2557,239.144
38.2819,238.643
38.3080,239.109
38.3342,240.382
38.3603,241.295
38.3865,240.455
38.4126,240.051
38.4388,240.489
38.4649,240.399
38.4911,240.372
38.5172,240.416
38.5434,240.817
38.5695,240.889
38.5957,240.713
38.6218,240.599
38.6480,240.960
38.6741,240.931
38.7003,240.856
38.7264,240.374
38.7525,239.881
38.7787,239.116
38.8048,238.170
38.8310,237.635
38.8571,237.632
38.8833,237.429
38.9094,236.524
38.9356,235.384
38.9617,234.918
38.9879,234.585
39.0140,234.132
39.0402,233.173
39.0663,232.043
39.0925,231.075
39.1186,230.743
39.1448,230.803
39.1709,231.064
39.1971,230.271
39.2232,229.332
39.2494,228.446
39.2755,227.628
39.3017,227.250
39.3278,227.378
39.3540,227.043
39.3801,226.637
39.4063,226.207
39.4324,225.259
39.4586,224.324
39.4847,223.940
39.5109,224.058
39.5370,224.638
39.5632,225.047
39.5893,225.663
39.6155,226.153
39.6416,226.825
39.6678,227.137
39.6939,226.900
39.7201,226.243
39.7462,225.374
39.7724,224.813
39.7985,224.386
39.8246,224.337
39.8508,224.131
39.8769,223.945
39.9031,223.412
39.9292,222.771
39.9554,222.051
39.9815,221.254
40.0077,220.422
40.0338,219.793
40.0600,219.260
40.0861,218.961
40.1123,218.987
40.1384,218.603
40.1646,217.718
40.1907,217.093
40.2169,217.035
40.2430,217.055
40.2692,216.900
40.2953,216.889
40.3215,217.239
40.3476,217.824
40.3738,218.457
40.3999,218.796
40.4261,218.846
40.4522,219.001
40.4784,219.137
40.5045,219.381
40.5307,219.706
40.5568,220.345
