Distance_(mm),Gray_Value
20.9961,241.766
21.0097,243.189
21.0232,243.263
21.0368,242.451
21.0504,241.567
21.0639,240.375
21.0775,238.553
21.0911,236.610
21.1047,234.769
21.1182,234.168
21.1318,234.163
21.1454,234.549
21.1590,235.525
21.1725,236.739
21.1861,237.445
21.1997,238.321
21.2132,238.998
21.2268,239.357
21.2404,239.642
21.2540,239.894
21.2675,239.869
21.2811,239.627
21.2947,239.133
21.3082,238.872
21.3218,238.748
21.3354,238.427
21.3490,237.632
21.3625,236.533
21.3761,235.556
21.3897,234.864
21.4033,234.930
21.4168,234.989
21.4304,235.091
21.4440,235.065
21.4575,234.881
21.4711,234.832
21.4847,234.498
21.4983,234.001
21.5118,233.593
21.5254,233.182
21.5390,232.497
21.5525,231.393
21.5661,230.379
21.5797,229.723
21.5933,229.407
21.6068,229.304
21.6204,229.429
21.6340,229.482
21.6476,229.760
21.6611,229.682
21.6747,229.888
21.6883,230.067
21.7018,230.607
21.7154,230.883
21.7290,231.035
21.7426,230.814
21.7561,230.531
21.7697,230.371
21.7833,230.054
21.7968,229.581
21.8104,228.881
21.8240,228.016
21.8376,227.210
21.8511,226.493
21.8647,225.699
21.8783,224.804
21.8918,224.016
21.9054,223.183
21.9190,222.222
21.9326,221.733
21.9461,221.131
21.9597,220.588
21.9733,220.116
21.9869,219.697
22.0004,219.406
22.0140,219.447
22.0276,219.505
22.0411,219.268
22.0547,218.957
22.0683,218.791
22.0819,218.418
22.0954,218.294
22.1090,218.227
22.1226,218.229
22.1361,218.652
22.1497,219.306
22.1633,220.161
22.1769,220.624
22.1904,220.893
22.2040,220.798
22.2176,220.055
22.2312,218.937
22.2447,217.525
22.2583,216.687
22.2719,215.975
22.2854,215.137
22.2990,214.292
22.3126,213.045
22.3262,211.703
22.3397,210.321
22.3533,208.824
22.3669,207.742
22.3804,207.189
22.3940,207.167
22.4076,207.499
22.4212,208.136
22.4347,208.520
22.4483,208.882
22.4619,209.045
22.4755,208.881
22.4890,209.034
22.5026,209.174
22.5162,209.134
22.5297,209.022
22.5433,208.860
22.5569,208.358
22.5705,208.052
22.5840,208.039
22.5976,208.132
22.6112,207.937
22.6247,207.703
22.6383,208.020
22.6519,208.935
22.6655,209.560
22.6790,210.189
22.6926,210.386
22.7062,210.466
22.7197,210.148
22.7333,209.118
22.7469,208.219
22.7605,207.387
22.7740,206.883
22.7876,207.326
22.8012,207.933
22.8148,208.532
22.8283,208.935
22.8419,209.023
22.8555,208.958
22.8690,208.868
22.8826,209.108
22.8962,209.106
22.9098,208.871
22.9233,208.738
22.9369,208.785
22.9505,208.849
22.9640,208.752
22.9776,208.788
22.9912,208.837
23.0048,208.429
23.0183,208.230
23.0319,208.224
23.0455,208.517
23.0591,209.006
23.0726,209.262
23.0862,209.493
23.0998,209.496
23.1133,209.226
23.1269,208.710
23.1405,208.717
23.1541,208.671
23.1676,208.728
23.1812,208.906
23.1948,208.927
23.2083,208.814
23.2219,208.692
23.2355,208.230
23.2491,207.935
23.2626,207.788
23.2762,207.190
23.2898,206.815
23.3034,206.862
23.3169,206.930
23.3305,206.929
23.3441,206.965
23.3576,206.875
23.3712,206.641
23.3848,206.628
23.3984,206.479
23.4119,206.156
23.4255,205.490
23.4391,204.842
23.4526,204.072
23.4662,203.174
23.4798,202.340
23.4934,201.559
23.5069,200.524
23.5205,199.429
23.5341,198.461
23.5476,197.664
23.5612,197.068
23.5748,196.557
23.5884,196.205
23.6019,196.118
23.6155,195.953
23.6291,195.874
23.6427,196.093
23.6562,196.178
23.6698,195.952
23.6834,195.863
23.6969,195.835
23.7105,196.097
23.7241,196.577
23.7377,197.102
23.7512,197.375
23.7648,197.664
23.7784,198.103
23.7919,198.661
23.8055,199.415
23.8191,200.048
23.8327,200.436
23.8462,200.479
23.8598,200.408
23.8734,200.232
23.8870,199.949
23.9005,199.434
23.9141,199.285
23.9277,199.145
23.9412,199.127
23.9548,199.099
23.9684,199.061
23.9820,198.857
23.9955,198.835
24.0091,198.795
24.0227,198.695
24.0362,198.412
24.0498,197.896
24.0634,197.701
24.0770,197.627
24.0905,197.759
24.1041,197.875
24.1177,198.068
24.1313,198.293
24.1448,198.408
24.1584,198.452
24.1720,198.358
24.1855,198.133
24.1991,197.937
24.2127,197.664
24.2263,197.150
24.2398,196.851
24.2534,196.593
24.2670,196.150
24.2805,195.931
24.2941,195.723
24.3077,195.845
24.3213,195.982
24.3348,195.976
24.3484,195.701
24.3620,195.649
24.3755,195.515
24.3891,195.777
24.4027,195.698
24.4163,195.582
24.4298,195.565
24.4434,195.380
24.4570,194.942
24.4706,194.424
24.4841,194.349
24.4977,194.368
24.5113,194.442
24.5248,194.337
24.5384,194.035
24.5520,193.199
24.5656,192.351
24.5791,191.723
24.5927,190.919
24.6063,189.739
24.6198,188.471
24.6334,187.575
24.6470,186.777
24.6606,186.341
24.6741,186.005
24.6877,185.267
24.7013,184.798
24.7149,184.561
24.7284,184.232
24.7420,183.959
24.7556,183.514
24.7691,183.233
24.7827,183.195
24.7963,183.287
24.8099,183.467
24.8234,183.553
24.8370,183.457
24.8506,183.438
24.8641,183.513
24.8777,183.816
24.8913,184.148
24.9049,184.568
24.9184,185.074
24.9320,185.603
24.9456,185.860
24.9592,185.957
24.9727,186.183
24.9863,186.439
24.9999,186.494
25.0134,186.313
25.0270,186.279
25.0406,186.291
25.0542,186.207
25.0677,186.270
25.0813,186.172
25.0949,186.263
25.1084,186.438
25.1220,186.378
25.1356,186.389
25.1492,186.347
25.1627,186.572
25.1763,186.785
25.1899,187.016
25.2034,187.313
25.2170,187.552
25.2306,187.793
25.2442,187.907
25.2577,188.146
25.2713,188.181
25.2849,188.124
25.2985,187.927
25.3120,187.229
25.3256,186.417
25.3392,185.456
25.3527,184.596
25.3663,183.612
25.3799,182.760
25.3935,182.459
25.4070,182.294
25.4206,181.680
25.4342,181.420
25.4477,181.042
25.4613,180.680
25.4749,180.005
25.4885,179.458
25.5020,179.334
25.5156,179.289
25.5292,179.272
25.5428,178.973
25.5563,178.721
25.5699,178.427
25.5835,178.242
25.5970,177.879
25.6106,177.512
25.6242,177.130
25.6378,176.998
25.6513,176.791
25.6649,176.700
25.6785,176.517
25.6920,176.221
25.7056,176.218
25.7192,176.690
25.7328,176.871
25.7463,176.929
25.7599,176.741
25.7735,176.675
25.7871,176.794
25.8006,176.893
25.8142,176.700
25.8278,176.794
25.8413,176.666
25.8549,176.512
25.8685,176.406
25.8821,176.319
25.8956,176.518
25.9092,176.569
25.9228,176.378
25.9363,176.397
25.9499,176.329
25.9635,176.063
25.9771,175.877
25.9906,175.801
26.0042,175.937
26.0178,176.106
26.0313,176.150
26.0449,176.199
26.0585,176.149
26.0721,176.157
26.0856,176.021
26.0992,175.892
26.1128,175.879
26.1264,175.859
26.1399,175.615
26.1535,175.547
26.1671,175.492
26.1806,175.278
26.1942,175.264
26.2078,175.314
26.2214,175.389
26.2349,175.522
26.2485,175.604
26.2621,175.636
26.2756,175.526
26.2892,175.199
26.3028,175.192
26.3164,175.228
26.3299,175.081
26.3435,174.877
26.3571,174.961
26.3707,175.054
26.3842,174.936
26.3978,174.979
26.4114,175.129
26.4249,175.524
26.4385,175.876
26.4521,176.376
26.4657,176.711
26.4792,177.026
26.4928,177.459
26.5064,177.527
26.5199,177.598
26.5335,177.433
26.5471,177.325
26.5607,177.179
26.5742,176.540
26.5878,176.350
26.6014,176.051
26.6150,175.722
26.6285,175.209
26.6421,174.348
26.6557,173.526
26.6692,172.605
26.6828,171.498
26.6964,170.585
26.7100,169.808
26.7235,168.970
26.7371,168.093
26.7507,167.374
26.7642,166.898
26.7778,166.713
26.7914,166.397
26.8050,166.292
26.8185,166.282
26.8321,166.561
26.8457,166.669
26.8592,167.159
26.8728,167.210
26.8864,166.969
26.9000,166.381
26.9135,166.057
26.9271,165.626
26.9407,165.087
26.9543,164.209
26.9678,163.013
26.9814,161.326
26.9950,159.546
27.0085,157.719
27.0221,156.160
27.0357,154.680
27.0493,153.547
27.0628,152.671
27.0764,151.692
27.0900,151.232
27.1035,151.211
27.1171,151.159
27.1307,151.182
27.1443,151.171
27.1578,151.158
27.1714,150.742
27.1850,150.059
27.1986,149.106
27.2121,148.114
27.2257,147.256
27.2393,146.247
27.2528,145.704
27.2664,145.489
27.2800,145.170
27.2936,144.968
27.3071,145.168
27.3207,145.747
27.3343,146.732
27.3478,147.765
27.3614,148.405
27.3750,148.566
27.3886,148.659
27.4021,148.739
27.4157,148.620
27.4293,148.660
27.4429,148.971
27.4564,149.230
27.4700,149.477
27.4836,149.741
27.4971,150.034
27.5107,150.391
27.5243,150.700
27.5379,151.349
27.5514,151.991
27.5650,152.768
27.5786,153.368
27.5921,153.721
27.6057,154.102
27.6193,154.209
27.6329,154.104
27.6464,154.246
27.6600,154.439
27.6736,154.826
27.6871,154.720
27.7007,154.642
27.7143,154.260
27.7279,153.879
27.7414,153.550
27.7550,152.905
27.7686,152.007
27.7822,150.811
27.7957,149.477
27.8093,147.652
27.8229,145.590
27.8364,142.723
27.8500,139.873
27.8636,137.321
27.8772,134.579
27.8907,131.676
27.9043,128.857
27.9179,126.125
27.9314,123.984
27.9450,122.016
27.9586,120.026
27.9722,118.429
27.9857,117.720
27.9993,117.251
28.0129,116.960
28.0265,116.787
28.0400,116.934
28.0536,117.124
28.0672,117.037
28.0807,116.888
28.0943,116.701
28.1079,116.320
28.1215,116.375
28.1350,116.673
28.1486,116.922
28.1622,116.863
28.1757,116.716
28.1893,116.676
28.2029,116.848
28.2165,116.951
28.2300,117.072
28.2436,117.167
28.2572,117.312
28.2708,117.237
28.2843,117.181
28.2979,117.084
28.3115,116.963
28.3250,116.949
28.3386,116.875
28.3522,116.693
28.3658,116.536
28.3793,116.553
28.3929,116.921
28.4065,117.073
28.4200,117.307
28.4336,117.631
28.4472,118.007
28.4608,118.207
28.4743,118.240
28.4879,118.232
28.5015,118.079
28.5150,118.047
28.5286,118.088
28.5422,117.684
28.5558,117.430
28.5693,117.166
28.5829,117.065
28.5965,117.174
28.6101,117.321
28.6236,117.206
28.6372,117.209
28.6508,117.175
28.6643,117.204
28.6779,116.910
28.6915,116.225
28.7051,115.159
28.7186,113.912
28.7322,111.980
28.7458,109.932
28.7593,107.779
28.7729,105.283
28.7865,102.991
28.8001,101.235
28.8136,99.370
28.8272,98.020
28.8408,96.846
28.8544,95.679
28.8679,94.786
28.8815,94.117
28.8951,93.562
28.9086,93.130
28.9222,92.709
28.9358,92.363
28.9494,92.166
28.9629,91.870
28.9765,91.823
28.9901,92.158
29.0036,92.789
29.0172,93.584
29.0308,94.413
29.0444,95.464
29.0579,96.642
29.0715,98.264
29.0851,99.705
29.0987,101.408
29.1122,102.955
29.1258,104.698
29.1394,106.696
29.1529,108.515
29.1665,110.544
29.1801,112.395
29.1937,114.210
29.2072,116.129
29.2208,117.994
29.2344,119.663
29.2479,120.945
29.2615,122.164
29.2751,123.334
29.2887,124.513
29.3022,125.456
29.3158,126.052
29.3294,125.972
29.3429,125.358
29.3565,124.217
29.3701,122.882
29.3837,121.301
29.3972,119.862
29.4108,118.393
29.4244,116.647
29.4380,114.709
29.4515,112.707
29.4651,111.031
29.4787,109.379
29.4922,107.726
29.5058,106.499
29.5194,105.685
29.5330,105.165
29.5465,104.331
29.5601,103.643
29.5737,102.744
29.5872,101.963
29.6008,101.563
29.6144,101.106
29.6280,100.429
29.6415,100.258
29.6551,100.516
29.6687,100.641
29.6823,100.340
29.6958,100.011
29.7094,99.930
29.7230,99.708
29.7365,99.421
29.7501,99.087
29.7637,98.884
29.7773,98.484
29.7908,98.255
29.8044,97.902
29.8180,97.746
29.8315,97.948
29.8451,97.860
29.8587,97.626
29.8723,97.656
29.8858,97.594
29.8994,97.603
29.9130,97.524
29.9266,97.519
29.9401,97.728
29.9537,97.838
29.9673,97.978
29.9808,98.058
29.9944,98.046
30.0080,97.901
30.0216,97.689
30.0351,97.981
30.0487,98.099
30.0623,98.071
30.0758,98.049
30.0894,98.032
30.1030,98.086
30.1166,97.789
30.1301,97.586
30.1437,97.379
30.1573,97.408
30.1708,97.419
30.1844,97.280
30.1980,97.367
30.2116,97.357
30.2251,97.207
30.2387,97.085
30.2523,96.885
30.2659,97.068
30.2794,97.520
30.2930,97.944
30.3066,98.372
30.3201,98.658
30.3337,99.092
30.3473,99.515
30.3609,99.959
30.3744,100.085
30.3880,100.363
30.4016,100.550
30.4151,100.955
30.4287,101.078
30.4423,101.220
30.4559,101.534
30.4694,101.997
30.4830,102.158
30.4966,102.341
30.5102,102.620
30.5237,102.844
30.5373,102.771
30.5509,102.267
30.5644,101.913
30.5780,101.614
30.5916,101.111
30.6052,100.584
30.6187,99.957
30.6323,99.514
30.6459,99.139
30.6594,98.644
30.6730,98.135
30.6866,97.444
30.7002,96.610
30.7137,95.512
30.7273,94.380
30.7409,93.533
30.7545,92.726
30.7680,91.843
30.7816,90.835
30.7952,90.071
30.8087,88.999
30.8223,87.853
30.8359,86.975
30.8495,86.230
30.8630,85.415
30.8766,84.529
30.8902,83.917
30.9037,83.608
30.9173,82.943
30.9309,82.460
30.9445,81.655
30.9580,81.007
30.9716,80.219
30.9852,79.665
30.9988,79.184
31.0123,78.790
31.0259,78.453
31.0395,78.280
31.0530,78.223
31.0666,78.070
31.0802,77.947
31.0938,78.028
31.1073,78.112
31.1209,77.632
31.1345,77.272
31.1480,77.061
31.1616,76.883
31.1752,77.056
31.1888,77.261
31.2023,77.344
31.2159,77.250
31.2295,77.303
31.2430,77.338
31.2566,77.340
31.2702,77.418
31.2838,77.461
31.2973,77.646
31.3109,77.919
31.3245,78.027
31.3381,78.182
31.3516,78.298
31.3652,78.633
31.3788,78.816
31.3923,78.963
31.4059,78.930
31.4195,78.668
31.4331,78.346
31.4466,78.064
31.4602,77.872
31.4738,77.985
31.4873,78.117
31.5009,78.442
31.5145,78.752
31.5281,78.782
31.5416,78.833
31.5552,78.500
31.5688,78.145
31.5824,77.932
31.5959,77.780
31.6095,77.469
31.6231,77.450
31.6366,77.407
31.6502,77.201
31.6638,77.292
31.6774,77.264
31.6909,77.175
31.7045,77.039
31.7181,76.863
31.7316,76.457
31.7452,76.230
31.7588,75.936
31.7724,75.806
31.7859,75.743
31.7995,75.527
31.8131,75.322
31.8267,75.277
31.8402,75.070
31.8538,74.978
31.8674,74.816
31.8809,74.673
31.8945,74.325
31.9081,73.841
31.9217,73.236
31.9352,72.669
31.9488,72.592
31.9624,72.492
31.9759,72.174
31.9895,71.853
32.0031,71.450
32.0167,71.158
32.0302,70.683
32.0438,70.369
32.0574,70.153
32.0709,69.725
32.0845,69.300
32.0981,69.076
32.1117,69.087
32.1252,69.155
32.1388,69.079
32.1524,68.709
32.1660,68.515
32.1795,68.340
32.1931,67.750
32.2067,67.279
32.2202,66.712
32.2338,66.347
32.2474,66.257
32.2610,66.126
32.2745,66.153
32.2881,66.087
32.3017,65.817
32.3152,65.561
32.3288,65.417
32.3424,65.350
32.3560,65.354
32.3695,65.204
32.3831,65.074
32.3967,64.987
32.4103,64.810
32.4238,64.734
32.4374,64.553
32.4510,64.302
32.4645,64.260
32.4781,64.126
32.4917,63.903
32.5053,63.673
32.5188,63.301
32.5324,63.154
32.5460,63.023
32.5595,62.798
32.5731,62.673
32.5867,62.634
32.6003,62.457
32.6138,62.465
32.6274,62.351
32.6410,62.283
32.6545,62.097
32.6681,62.005
32.6817,62.095
32.6953,61.818
32.7088,61.447
32.7224,61.275
32.7360,61.042
32.7496,60.950
32.7631,60.906
32.7767,61.077
32.7903,61.383
32.8038,61.548
32.8174,61.791
32.8310,62.015
32.8446,61.867
32.8581,61.707
32.8717,61.009
32.8853,60.042
32.8988,58.946
32.9124,58.057
32.9260,57.476
32.9396,57.278
32.9531,56.910
32.9667,56.656
32.9803,56.469
32.9939,56.391
33.0074,56.418
33.0210,56.247
33.0346,56.062
33.0481,55.768
33.0617,55.460
33.0753,55.184
33.0889,54.846
33.1024,54.517
33.1160,54.224
33.1296,53.822
33.1431,53.144
33.1567,52.605
33.1703,52.138
33.1839,51.798
33.1974,51.633
33.2110,51.609
33.2246,51.879
33.2382,52.154
33.2517,52.397
33.2653,52.765
33.2789,53.104
33.2924,53.989
33.3060,54.646
33.3196,54.817
33.3332,54.991
33.3467,54.851
33.3603,54.832
33.3739,54.931
33.3874,54.995
33.4010,55.034
33.4146,55.076
33.4282,54.859
33.4417,54.518
33.4553,54.252
33.4689,53.952
33.4824,53.731
33.4960,53.663
33.5096,53.743
33.5232,53.805
33.5367,53.904
33.5503,54.009
33.5639,53.987
33.5775,54.058
33.5910,54.111
33.6046,54.031
33.6182,53.619
33.6317,53.339
33.6453,53.000
33.6589,52.733
33.6725,52.612
33.6860,52.562
33.6996,52.387
33.7132,52.200
33.7267,51.942
33.7403,51.995
33.7539,51.709
33.7675,51.370
33.7810,51.083
33.7946,51.025
33.8082,51.210
33.8218,51.414
33.8353,51.393
33.8489,51.579
33.8625,51.912
33.8760,52.122
33.8896,52.154
33.9032,52.282
33.9168,52.521
33.9303,52.530
33.9439,52.528
33.9575,52.760
33.9710,52.975
33.9846,53.026
33.9982,52.766
34.0118,52.663
34.0253,52.552
34.0389,52.261
34.0525,51.795
34.0661,51.499
34.0796,51.336
34.0932,51.204
34.1068,51.057
34.1203,51.109
34.1339,51.110
34.1475,51.096
34.1611,50.746
34.1746,50.407
34.1882,50.658
34.2018,50.938
34.2153,50.695
34.2289,49.980
34.2425,49.433
34.2561,49.226
34.2696,48.962
34.2832,48.764
34.2968,48.951
34.3103,49.209
34.3239,49.157
34.3375,49.061
34.3511,48.977
34.3646,48.835
34.3782,48.323
34.3918,47.754
34.4054,47.267
34.4189,46.715
34.4325,46.342
34.4461,45.887
34.4596,45.692
34.4732,45.383
34.4868,45.413
34.5004,45.281
34.5139,45.036
34.5275,44.796
34.5411,44.567
34.5546,44.364
34.5682,44.134
34.5818,43.997
34.5954,43.740
34.6089,43.816
34.6225,43.779
34.6361,43.846
34.6497,43.853
34.6632,43.925
34.6768,43.882
34.6904,43.857
34.7039,43.862
34.7175,43.913
34.7311,43.927
34.7447,44.104
34.7582,44.147
34.7718,44.151
34.7854,44.290
34.7989,44.441
34.8125,44.522
34.8261,44.255
34.8397,43.919
34.8532,43.685
34.8668,43.588
34.8804,43.515
34.8940,43.396
34.9075,43.377
34.9211,43.349
34.9347,43.326
34.9482,43.258
34.9618,43.151
34.9754,42.967
34.9890,42.642
35.0025,42.430
35.0161,42.180
35.0297,41.867
35.0432,41.734
35.0568,42.063
35.0704,42.301
35.0840,42.555
35.0975,42.799
35.1111,42.824
35.1247,42.729
35.1382,42.501
35.1518,42.328
35.1654,42.208
35.1790,42.096
35.1925,42.311
35.2061,42.172
35.2197,42.039
35.2333,41.883
35.2468,41.581
35.2604,41.268
35.2740,41.110
35.2875,41.016
35.3011,40.985
35.3147,40.912
35.3283,40.629
35.3418,40.126
35.3554,39.688
35.3690,39.321
35.3825,38.992
35.3961,38.766
35.4097,38.417
35.4233,38.068
35.4368,38.021
35.4504,37.973
35.4640,38.078
35.4776,38.144
35.4911,38.097
35.5047,37.992
35.5183,37.944
35.5318,37.988
35.5454,38.075
35.5590,38.095
35.5726,38.055
35.5861,37.979
35.5997,37.928
35.6133,37.942
35.6268,37.989
35.6404,38.008
35.6540,37.948
35.6676,37.946
35.6811,38.043
35.6947,37.973
35.7083,37.818
35.7219,37.773
35.7354,37.721
35.7490,37.874
35.7626,38.055
35.7761,38.175
35.7897,38.265
35.8033,38.266
35.8169,38.351
35.8304,38.413
35.8440,38.255
35.8576,38.144
35.8711,38.119
35.8847,38.097
35.8983,38.116
35.9119,38.121
35.9254,37.921
35.9390,37.506
35.9526,37.600
35.9661,37.639
35.9797,37.695
35.9933,37.647
36.0069,37.803
36.0204,37.812
36.0340,37.739
36.0476,37.484
36.0612,37.287
36.0747,37.156
